0,0
0,0
0,0
2284,2325
2283,2324
2284,2325
2283,2325
2283,2325
2283,2325
2283,2325
2284,2325
2284,2325
2283,2324
2283,2324
2283,2324
2282,2325
2283,2325
2283,2324
2284,2324
2287,2329
2276,2315
2292,2330
2280,2327
2280,2327
2287,2327
2282,2326
2283,2324
2285,2325
2281,2322
2284,2324
2281,2322
2288,2331
2274,2315
2288,2323
2284,2321
2280,2323
2285,2324
2282,2325
2282,2325
2284,2325
2284,2325
2283,2324
2292,2368
2416,2582
2404,2543
2382,2502
2383,2490
2382,2492
2381,2491
2382,2491
2381,2491
2382,2491
2382,2491
2383,2491
2383,2490
2382,2491
2383,2490
2382,2490
2383,2491
2383,2492
2383,2491
2382,2492
2381,2491
2382,2491
2383,2491
2383,2491
2383,2491
2383,2492
2382,2490
2382,2490
2382,2491
2383,2491
2383,2490
2382,2490
2381,2491
2382,2490
2381,2491
2383,2492
2383,2491
2383,2491
2382,2491
2381,2491
2382,2491
2382,2490
2382,2490
2381,2491
2381,2490
2382,2490
2382,2491
2382,2491
2383,2492
2382,2490
2382,2490
2382,2491
2381,2490
2382,2490
2382,2490
2381,2490
2382,2490
2383,2490
2381,2490
2381,2490
2381,2490
2382,2490
2383,2490
2382,2489
2381,2490
2382,2490
2382,2490
2381,2490
2382,2490
2382,2490
2381,2490
2381,2490
2381,2490
2381,2490
2382,2491
2383,2489
2382,2490
2381,2490
2381,2491
2381,2490
2382,2490
2382,2490
2382,2489
2382,2490
2381,2490
2388,2490
2413,2496
2417,2501
2418,2500
2417,2500
2413,2501
2387,2496
2381,2490
2381,2490
2381,2489
2381,2489
2381,2489
2381,2490
2380,2490
2382,2490
2381,2489
2381,2489
2381,2490
2381,2489
2381,2490
2380,2489
2381,2489
2380,2489
2381,2488
2380,2489
2381,2490
2380,2490
2380,2489
2381,2488
2380,2489
2381,2489
2380,2490
2381,2490
2380,2489
2380,2489
2381,2489
2381,2490
2381,2490
2380,2489
2379,2490
2381,2489
2381,2490
2380,2490
2381,2489
2379,2489
2380,2489
2380,2489
2380,2489
2380,2489
2381,2488
2381,2489
2381,2489
2379,2489
2381,2489
2380,2489
2381,2489
2380,2489
2380,2488
2380,2489
2380,2489
2379,2487
2379,2489
2381,2489
2380,2488
2381,2489
2379,2489
2381,2488
2380,2489
2380,2489
2380,2488
2380,2489
2380,2488
2379,2488
2380,2489
2380,2489
2380,2488
2380,2488
2380,2488
2379,2488
2380,2488
2380,2488
2381,2488
2379,2488
2379,2489
2379,2489
2380,2489
2380,2489
2379,2488
2381,2488
2380,2488
2379,2488
2380,2488
2380,2488
2399,2490
2415,2497
2415,2498
2415,2499
2415,2499
2416,2498
2414,2499
